"track","stream_on_youtube","stream_on_spotify"
"Por Qué Te Tengo Que Olvidar?","0","13051931"
"Clave 7","0","25000805"
"As","0","123353878"
"Rag Doll","0","61272691"
"Será Qué SÍ","0","38207221"
"If I Ever Feel Better","0","165027787"
"Unholy Confessions","0","89126157"
"Bed of Nails","0","9313402"
"Agar Tum Na Hote - Female Version","0","4439536"
"Beautiful Boy (Darling Boy) - Remastered 2010","0","75464105"
"Mercy Mercy Me (The Ecology)","0","89305083"
"Wild Child (with Tom Morello)","0","7108601"
"Como Eran Las Cosas","0","56251146"
"La Última Canción","36059918","80536279"
"Kashmir - Remaster","0","250248895"
"50 Ways to Leave Your Lover","0","166559331"
"Living Hope","0","77781470"
"Lost In Love","0","101163601"
"Reminiscencias","0","23288580"
"Tides","0","15734690"
"Lost Without Your Love","0","30351766"
"Make It with You","0","138537140"
"Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998","0","85407703"
"Diggin' On You","0","28091568"
"Santa Claus Is Coming to Town","0","251646518"
"Black Qualls","0","17202456"
"Ausländer","0","150724437"
"Tolin Infante (En Vivo)","0","799466"
"Ángel - Once in Your Lifetime","0","41775156"
"La nena","0","23516010"
"Walk On Water","0","143197277"
"Kapitel 11: Der Hexenbesenausflug (Folge 146)","0","283140"
"GDFR (feat. Sage the Gemini & Lookas)","0","648862185"
"How Many Ways","0","17742364"
"REMEDY","0","309151426"
"Get Down","0","46719222"
"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse","0","14506290"
"The Blue Wrath","0","3040501"
"Te Irá Mejor Sin Mí","0","125380826"
"Look Easy","0","7059975"
"Tramposa y Mentirosa","0","40902458"
"Te Quiero Así","0","128945221"
"The Girl From Ipanema - Single Version","0","46840602"
"Küçük Sevgilim","0","21061649"
"Só um Pagode - Ao Vivo","0","7748029"
"Hey There Delilah","0","887369479"
"Pra Ver O Sol Brilhar (Ao Vivo)","0","11308872"
"Sabor a Mí","0","64398257"
"Ojitos Chiquitos","0","200908698"
"Electric Feel","0","580038239"
"Secunda","0","34947837"
"Crown (with Camila Cabello & Grey)","0","42634841"
"This Ain't A Scene, It's An Arms Race","0","202489647"
"Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster","0","390696819"
"Take On Me - 2017 Acoustic","0","44538279"
"God Was Never on Your Side","0","23646573"
"And It Stoned Me - 2013 Remaster","0","84802486"
"No Cars Go","0","42284659"
"Chocolate","9948750","28444918"
"Who Am I","0","91080269"
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","0","135090999"
"Golpes en el Corazón","0","55020866"
"Bana Öyle Bakma","0","39898961"
"Sol, Playa Y Arena","0","47698878"
"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato","0","33450044"
"Angels","0","399661898"
"Hymn to the Sea","0","29936883"
"Motownphilly","0","59573547"
"Push","0","231073299"
"Me Vas A Extrañar","0","134883293"
"Night Fever - From ""Saturday Night Fever"" Soundtrack","0","300077531"
"Me and Bobby McGee","0","216674058"
"You Used to Love Me","0","34944874"
"Be Still","0","37723791"
"Soy Lo Peor","0","34235387"
"Limelight","0","108809139"
"Never Let You Go - 2008 Remaster","0","96063080"
"Solitude","0","33847308"
"Honey","0","338539722"
"El Adormitar De Los Laureles","0","1161930"
"Big Empty - 2019 Remaster","0","46323865"
"Haiyo Haiyo (From ""Oh My Kadavule"")","0","4943735"
"Blood","0","71408368"
"Riot","0","326054516"
"Puccini: Gianni Schicchi: ""O mio babbino caro""","0","12952995"
"Butter - Megan Thee Stallion Remix","0","142879412"
"We'll Meet Again","0","25793565"
"Up & Down","23306593","49133755"
"Find Your Flame","0","2883810"
"Ode to Vivian","0","8273038"
"Preludes, Op. 28: No. 4, Largo","0","23289866"
"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack","0","47589327"
"We Play the Funk - Slynk Remix","0","7771"
"Ancient Stones","0","19650323"
"Nobody Sees Me Like You Do","0","1576039"
"Aquel Lugar","0","111946448"
"Green Green Grass Of Home","0","54201521"
"Rêverie, CD 76 (Arr. Cullen for Cello and Orchestra)","0","9157267"
"Dónde Estarás","0","9638122"
"Don't Aproach Me (feat. Eminem)","0","20140019"
"Vida Vazia - Ao Vivo","0","37939612"
"Alright","0","589651485"
"What Christmas Means to Me (feat. Stevie Wonder)","0","40228986"
"BRODIES","0","9945334"
"Carinhoso","0","13446444"
"Tether (Eric Prydz Vs. CHVRCHES) - Radio Edit","0","21377904"
"Big League (Yo Gotti, Moneybagg Yo feat. Mozzy, Lil Poppa)","0","9107179"
"Trance (with Travis Scott & Young Thug)","0","139847640"
"Fina Estampa","0","6586316"
"Step Into Christmas","0","236457156"
"Turn Me On (feat. Vula)","0","688694304"
"LAS 12","0","129219656"
"Head On","0","7547489"
"Can't Stop","0","866464951"
"Womanizer","0","423188557"
"Tengo Mucho Que Aprender de Ti","0","36603202"
"Heads Will Roll - A-Trak Remix Radio Edit","0","114085366"
"Domination","0","66031676"
"Elderly Woman Behind the Counter in a Small Town - Remastered","0","76691205"
"Do It Tonight","0","12987932"
"Sin Haber Dormido","0","1331694"
"U Can Be Touched","0","1750226"
"Me Encantaría","0","3174503"
"Up Down (Do This All Day) (feat. B.o.B)","0","208141960"
"Hablando a Tu Corazón","0","42154673"
"A Marshmallow World","0","66891404"
"Don't Worry Baby - Remastered 2001","0","98187982"
"Vencedor","0","70225593"
"Fuerte No Soy","0","187296085"
"Óleo de Mujer Con Sombrero","0","53728298"
"Quiereme","0","26640101"
"This Little Pig","0","6227497"
"Die schönsten Tage","0","29545224"
"Bir Derdim Var","0","107036296"
"American Pie","0","559189757"
"Stronger Than Me","0","94618563"
"Calma Amor - Ao Vivo Na Ilha Da Magia,Brasil/2008","0","29722671"
"Song on the Beach","0","11234014"
"Mary Jane (All Night Long)","0","45961473"
"Só Tinha De Ser Com Você","0","55027941"
"Fu-Gee-La","0","379113669"
"Don't Go Breaking My Heart","0","562468940"
"Rock DJ","0","201457474"
"El Breve Espacio en Que No Estas","0","15687167"
"Enchanté (feat. Malik Harris & Minelli)","0","2226711"
"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)","0","9099661"
"Sexy Movimiento","0","174187402"
"Rock 'n' Roll High School - 2002 Remaster","0","24673037"
"Hey - Spanish","0","34190005"
"Deep Pink Noise","0","14372698"
"Car's Outside","0","116073330"
"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night","0","49411732"
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","0","401419572"
"Bound 2","0","578115634"
"La traviata / Act 1: Libiamo ne'lieti calici","0","19074983"
"Y yo que te amo","0","36039755"
"Dead!","0","137627792"
"One, Two Step (feat. Missy Elliott)","0","413777209"
"Tempos Modernos","0","73379012"
"I've Never Been There","0","27753599"
"24 Hrs. to Live (feat. The Lox, Black Rob & DMX)","0","5408119"
"It's Beginning to Look a Lot like Christmas","0","804313933"
"High on You","0","20316052"
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)","0","100298019"
"The Very Thought Of You","0","17109607"
"Shout At The Devil","0","124633071"
"I'll Call U Back","0","14417942"
"Você Vai Ver","0","39553138"
"We Are Tonight","0","92521964"
"Dirty Harry","0","191074713"
"Seven Nation Army - The Glitch Mob Remix","0","34019784"
"Kya Hua Tera Vada (From ""Hum Kisise Kum Naheen"")","0","14426422"
"Eye of the Tiger - 2006 Master","0","17902169"
"Las Costuras Del Alma","0","25388580"
"Puedes Llegar","0","13188908"
"Sandman","0","12682469"
"Ain't No Mountain High Enough","0","1862230724"
"Have You Never Been Mellow","0","8216858"
"Giant Steps - Mono","0","24154860"
"Nocturne No. 6 in G Minor, Op. 15 No. 3","0","12142412"
"Sozinho - Ao Vivo","0","57387026"
"Te Vi Venir","0","154162115"
"Y.A.L.A.","0","21705493"
"Music For Love","0","20994923"
"Hunting High and Low","0","64511762"
"If","0","95353561"
"Mobile Suit Woe","0","26544895"
"Every Little Thing She Does Is Magic","0","277216751"
"Better Thangs (with Summer Walker)","0","6002709"
"Inventas","0","31119947"
"El Burrito Sabanero","0","4672240"
"Real Gangsta","0","19648944"
"Disposable Teens","0","32575568"
"Dead And Gone","0","204833456"
"Down In A Hole (2022 Remaster)","0","111338006"
"Lovely Day","0","479283663"
"Que c'est triste Venise","0","17230945"
"Cherokee","0","17383588"
"(Shake, Shake, Shake) Shake Your Booty","0","47486504"
"Advice For The Young At Heart","0","31093441"
"Wannabe","0","832914421"
"Celebration - Single Version","0","135213698"
"Affirmation","0","42075273"
"Eptesicus","0","18146324"
"Heroes - 2017 Remaster","0","398055023"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","0","347583428"
"Deacon Blues","0","47101500"
"T.N.T.","0","526521070"
"Aventura (feat. Marcela Morelo)","0","28953239"
"Start Me Up - Remastered 2009","0","472974502"
"Recovery","0","27201336"
"It's a Man's Man's Man's World","0","15115429"
"Ridin' the Storm Out","0","9079345"
"Sangrando","0","12751600"
"All My Ex's Live In Texas - Live","0","65273250"
"Agenda rabiscada","0","11808939"
"Vuelve, Vuelve","0","53094517"
"La Puerta De Alcalá - En Directo","0","23614588"
"Dressed For Success","0","65006147"
"Si Tu Amor No Vuelve","50374741","72717311"
"Deine Schuld","0","56237662"
"Allah Ke Bande","0","21259141"
"What Am I Gonna Do With You","0","15353379"
"Aao Milo Chalo","0","18808286"
"Pegadito Suavecito","0","19596951"
"Time After Time - Vocal Version","0","19663270"
"Come Over (feat. Tank)","0","8333166"
"The Games We Play","0","64092365"
"Carry Me Home - Twenty Rave Remix","0","253384"
"But Beautiful","0","13767497"
"A.N.G.E.L. - Interlude","0","1309212"
"As Coisas Tão Mais Lindas","0","9695210"
"The Man Comes Around","0","89337872"
"Ginger","0","30469675"
"Run to the Hills - 2015 Remaster","0","289331409"
"Si Te Vienen a Contar","0","217991254"
"Pa' Madrid","0","44691457"
"2 Arabesques, L. 66: No. 1 in E Major","0","17989562"
"Mercury","0","5707001"
"She Believes In Me","0","41896606"
"Ignoraste Mis Lágrimas","0","41530239"
"Mi Salida Contigo","0","41609776"
"No Quería Engañarte","0","40785460"
"Requiem in D Minor, K. 626: 3. Sequentia: Rex tremendae - Live","0","3259464"
"Keep Pushin'","0","8540422"
"A Dios Le Pido","0","176365330"
"Rough Boy","0","42719911"
"Samjhawan","0","84959335"
"Lux aeterna: I. Introitus","0","153969"
"Only One King","0","47695914"
"Me Extraño","0","95580384"
"los Disicipulos","0","68135018"
"Burn It to the Ground","0","289709186"
"Boom, Boom, Boom, Boom!!","0","344978970"
"Somewhere Only We Know","0","1184603007"
"Radio Ga Ga - Remastered 2011","0","444072927"
"Do You Want To","0","72996535"
"Rose","0","39859451"
"The Apology Song","0","12376878"
"Upside Down","0","537177719"
"Validée","0","62240663"
"Daha Mutlu Olamam","0","52610083"
"Lord Is It Mine - 2010 Remastered","0","15213989"
"Verano traidor","0","20700276"
"In Due Time","0","36512846"
"Forbidden Friendship","0","25216831"
"Crazy Little G's - Part 1","0","47456"
"Weird Fishes/ Arpeggi","0","121688699"
"Songbird","0","73638745"
"RampartRange","0","36012136"
"Sit Down Beside Me","0","23145970"
"NEED A FAVOR","0","2910931"
"Cryin' Like A Bitch!!","0","103444293"
"Comments","0","587447"
"Smile Like You Mean It","0","135594576"
"Strung Out Johnny","0","1641537"
"There Will Never Be Another You - Vocal Version","0","13759981"
"The Theory of Everything","0","51606375"
"Alwayz Into Somethin'","0","51610535"
"Close","0","501582439"
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","0","361588480"
"Overture And A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack","0","6153765"
"Learn to Fly","0","429307999"
"Aquí No Es Así","0","70138895"
"Warsaw - 2010 Remaster","0","10874159"
"Both of Us (feat. Taylor Swift)","0","64916811"
"I'd Have You Anytime - Remastered 2014","0","24506459"
"Spät nach Haus","0","16214822"
"Under The Mistletoe - Bonus Track","0","101776048"
"Ready, Set, Don't Go","0","12408618"
"Ace of Spades","0","356312922"
"It's Just the Sun","0","1982487"
"Una Emocion para Siempre","0","25116582"
"April Come She Will","0","60768541"
"Set It Off","0","48962356"
"Let Me Entertain You","0","128201040"
"I'm Alright - Theme from ""Caddyshack""","0","38693702"
"2 Minutes & 21 Seconds Of Funk","0","857338"
"Working Man","0","56525189"
"Dream On","0","771341288"
"Sweet Talkin' Woman","0","52316383"
"Quiero Saber","0","44151750"
"Delirious (Boneless) (feat. Kid Ink)","0","124264403"
"Iceblink Luck","0","12165364"
"Rooms on Fire","0","29546399"
"Je te laisserai des mots","0","427523589"
"So What","0","471672024"
"The Warrior's Code","0","27030083"
"(God Must Have Spent) A Little More Time On You - Remix","0","43506262"
"Jolene","0","466519830"
"Take It Out On Me","0","80678624"
"Lo Que Pasó, Pasó","0","315104207"
"CLA$$IC","0","17884427"
"Peace Sells - Remastered","0","48267009"
"Johnny, I Hardly Knew Ya","0","47315678"
"Rock Out","0","4985433"
"Toda Menina Baiana","0","22481466"
"The One I Love - Remastered 2012","0","94568431"
"On The Way (feat. Mila J)","0","47089853"
"Street Called Main","0","3112771"
"Late for the Sky - Remastered","0","17302918"
"Tree of Life Suite: Oceano","0","4160652"
"Thendral Vanthu Theendumbothu","0","20006525"
"Xenogenesis","0","72639191"
"Tropic Morning News","0","2251915"
"La Costa Del Silencio","0","52850156"
"Easy Way Out","0","15253974"
"New Thangs","0","7484428"
"TAKE THIS CROWN (feat. Good Charlotte)","0","2120054"
"Más Muerto Que Vivo","0","30125964"
"Hot In Herre","0","389070840"
"Looks That Kill","0","72154765"
"Tu Hipocresía","0","7867215"
"I'll Be Home For Christmas","0","45402928"
"Run Of The Mill - Remastered 2014","0","9741725"
"La Grange - 2005 Remaster","0","442465848"
"Volverte a Amar","0","61151465"
"Aagaya Suriyanai (From ""Samurai"")","0","8847923"
"Dale Don Mas Duro","0","7097934"
"Winter Wonderland","0","272097679"
"South Of Heaven","0","68115516"
"Una Vaina Loca (R3HAB Remix)","0","1998539"
"On the Beach","8703491","13848080"
"Baba O'Riley","0","469305024"
"Special Needs","0","59054570"
"Orbitron","0","11074485"
"Tú Lo Decidiste","0","51498010"
"Starting Now","0","10409084"
"Cosas del Amor (with Vikki Carr)","0","55087974"
"All Night Alone - Chris Lake Edit","0","15389838"
"Crosstown Traffic","0","59822511"
"Consolations, S. 172: No. 3, Lento placido","0","3129230"
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","0","1004576500"
"Give Peace A Chance - Remastered 2010","0","15275250"
"The Business","0","980693352"
"I Will Follow You into the Dark","0","266231847"
"Mood","0","11350792"
"Para Sayo","0","15021436"
"All Day (with Tablo)","0","15837380"
"The American Nightmare","0","44398856"
"Linea Telefonica (Telephone Line)","0","1647312"
"Un Idiota","0","113951159"
"Moon Age","0","7014786"
"Obstacle 1","0","72337052"
"You Send Me","0","43017267"
"Take Me Home, Country Roads","0","677814503"
"Bandoleros","0","258239490"
"Bawitdaba","0","96097726"
"Concerning Hobbits","0","91669566"
"Put On","0","208911691"
"Si Tú Quieres","0","49216872"
"El Plan Maestro","0","1522020"
"The River","0","241052598"
"A las Nueve","0","107560421"
"I'm Gonna Miss Her","0","51348342"
"Hello Hello","0","2435891"
"Me and Michael","0","51859353"
"Ven Aquí","0","65571500"
"La chica de Ipanema","0","27193569"
"Volare","0","61029558"
"Love Is A Losing Game","0","172350115"
"Coração Radiante","0","55370234"
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)","0","76864998"
"The Happiest Christmas Tree","0","62640798"
"Is This Love ('09) (feat. 50 Cent)","0","28529840"
"Before I Lose My Mind","0","36244156"
"Nobody Praying For Me","0","80060763"
"Paseo","0","40002969"
"irreplaceable","0","1896618"
"Whole Lotta Love - 1990 Remaster","0","493245427"
"Tan enamorados","0","144062153"
"Don't Love You No More (I'm Sorry)","0","33166215"
"I'm Sorry","0","137429922"
"Fade to Black","0","2544920"
"Ciclo Vicioso - Ao Vivo","0","19996576"
"Best of Things","0","9110753"
"The World's Greatest","0","49724479"
"93 Million Miles","0","130421376"
"Chattahoochee","0","166829226"
"Besos En La Boca","0","3044814"
"Enna Sona","0","91092219"
"No Idea","0","682479132"
"Tuesday's Gone","0","103002999"
"Forever and Ever, Amen","0","170817425"
"Rimas Pa' Seducir","0","56997909"
"Vurdum","0","3845232"
"No Llores Más","0","30401896"
"Hay Que Vivir El Momento","0","8962050"
"Le Cygne","0","25065885"
"El amor después del amor","0","72682130"
"Bag End","0","7065608"
"I Can't Love You Anymore","0","14228873"
"From This Moment On - Pop On-Tour Version","0","84623227"
"Hello, Dolly!","0","22358910"
"Vaqueiro Também Ama","0","534574"
"Suicide Blonde","0","60172244"
"When I'm Gone","0","185957704"
"Find You","0","167396382"
"Happiness","23713815","206084186"
